<<<<<<< HEAD
Team,made_tournament
Abilene Christian,False
Air Force,False
Akron,False
Alabama,True
Alabama A&M,False
Alabama State,False
Albany (NY),False
Alcorn State,False
American,False
Appalachian State,False
Arizona,True
Arizona State,True
Arkansas,True
Arkansas State,False
Arkansas-Pine Bluff,False
Army,False
Auburn,True
Austin Peay,False
Ball State,False
Baylor,True
Bellarmine,False
Belmont,False
Bethune-Cookman,False
Binghamton,False
Boise State,True
Boston College,False
Boston University,False
Bowling Green,False
Bradley,False
Brigham Young,False
Brown,False
Bryant,False
Bucknell,False
Buffalo,False
Butler,False
Cal Poly,False
Cal State Bakersfield,False
Cal State Fullerton,False
Cal State Northridge,False
California,False
California Baptist,False
Campbell,False
Canisius,False
Central Arkansas,False
Central Connecticut State,False
Central Michigan,False
Charleston Southern,False
Charlotte,False
Chattanooga,False
Chicago State,False
Cincinnati,False
Clemson,False
Cleveland State,False
Coastal Carolina,False
Colgate,True
College of Charleston,True
Colorado,False
Colorado State,False
Columbia,False
Connecticut,True
Coppin State,False
Cornell,False
Creighton,True
Dartmouth,False
Davidson,False
Dayton,False
Delaware,False
Delaware State,False
Denver,False
DePaul,False
Detroit Mercy,False
Drake,True
Drexel,False
Duke,True
Duquesne,False
East Carolina,False
East Tennessee State,False
East Texas A&M,False
Eastern Illinois,False
Eastern Kentucky,False
Eastern Michigan,False
Eastern Washington,False
Elon,False
Evansville,False
Fairfield,False
FDU,True
Florida,False
Florida A&M,False
Florida Atlantic,True
Florida Gulf Coast,False
Florida International,False
Florida State,False
Fordham,False
Fresno State,False
Furman,True
Gardner-Webb,False
George Mason,False
George Washington,False
Georgetown,False
Georgia,False
Georgia Southern,False
Georgia State,False
Georgia Tech,False
Gonzaga,True
Grambling,False
Grand Canyon,True
Green Bay,False
Hampton,False
Hartford,False
Harvard,False
Hawaii,False
High Point,False
Hofstra,False
Holy Cross,False
Houston,True
Houston Christian,False
Howard,True
Idaho,False
Idaho State,False
Illinois,True
Illinois State,False
Illinois-Chicago,False
Incarnate Word,False
Indiana,True
Indiana State,False
Iona,True
Iowa,True
Iowa State,True
IU Indy,False
Jackson State,False
Jacksonville,False
Jacksonville State,False
James Madison,False
Kansas,True
Kansas City,False
Kansas State,True
Kennesaw State,True
Kent State,True
Kentucky,True
La Salle,False
Lafayette,False
Lamar,False
Lehigh,False
Liberty,False
Lindenwood,False
Lipscomb,False
Little Rock,False
Long Beach State,False
Long Island University,False
Longwood,False
Louisiana,True
Louisiana State,False
Louisiana Tech,False
Louisiana-Monroe,False
Louisville,False
Loyola (IL),False
Loyola (MD),False
Loyola Marymount,False
Maine,False
Manhattan,False
Marist,False
Marquette,True
Marshall,False
Maryland,True
Maryland-Baltimore County,False
Maryland-Eastern Shore,False
Massachusetts,False
Massachusetts-Lowell,False
McNeese State,False
Memphis,True
Mercer,False
Merrimack,False
Miami (FL),True
Miami (OH),False
Michigan,False
Michigan State,True
Middle Tennessee,False
Milwaukee,False
Minnesota,False
Mississippi,False
Mississippi State,True
Mississippi Valley State,False
Missouri,True
Missouri State,False
Monmouth,False
Montana,False
Montana State,True
Morehead State,False
Morgan State,False
Mount St. Mary's,False
Murray State,False
Navy,False
NC State,True
Nebraska,False
Nevada,True
Nevada-Las Vegas,False
New Hampshire,False
New Mexico,False
New Mexico State,False
New Orleans,False
Niagara,False
Nicholls State,False
NJIT,False
Norfolk State,False
North Alabama,False
North Carolina,False
North Carolina A&T,False
North Carolina Central,False
North Dakota,False
North Dakota State,False
North Florida,False
North Texas,False
Northeastern,False
Northern Arizona,False
Northern Colorado,False
Northern Illinois,False
Northern Iowa,False
Northern Kentucky,True
Northwestern,True
Northwestern State,False
Notre Dame,False
Oakland,False
Ohio,False
Ohio State,False
Oklahoma,False
Oklahoma State,False
Old Dominion,False
Omaha,False
Oral Roberts,True
Oregon,False
Oregon State,False
Pacific,False
Penn State,True
Pennsylvania,False
Pepperdine,False
Pittsburgh,True
Portland,False
Portland State,False
