<<<<<<< HEAD
Team,made_tournament
Air Force,False
Akron,True
Alabama,False
Alabama A&M,False
Alabama State,False
Albany (NY),True
Alcorn State,False
American,False
Appalachian State,False
Arizona,True
Arizona State,False
Arkansas,False
Arkansas State,False
Arkansas-Pine Bluff,False
Army,False
Auburn,False
Austin Peay,False
Ball State,False
Baylor,False
Belmont,True
Bethune-Cookman,False
Binghamton,False
Boise State,True
Boston College,False
Boston University,False
Bowling Green,False
Bradley,False
Brigham Young,False
Brown,False
Bryant,False
Bucknell,True
Buffalo,False
Butler,True
Cal Poly,False
Cal State Bakersfield,False
Cal State Fullerton,False
Cal State Northridge,False
California,True
Campbell,False
Canisius,False
Central Arkansas,False
Central Connecticut State,False
Central Michigan,False
Charleston Southern,False
Charlotte,False
Chattanooga,False
Chicago State,False
Cincinnati,True
Clemson,False
Cleveland State,False
Coastal Carolina,False
Colgate,False
College of Charleston,False
Colorado,True
Colorado State,True
Columbia,False
Connecticut,False
Coppin State,False
Cornell,False
Creighton,True
Dartmouth,False
Davidson,True
Dayton,False
Delaware,False
Delaware State,False
Denver,False
DePaul,False
Detroit Mercy,False
Drake,False
Drexel,False
Duke,True
Duquesne,False
East Carolina,False
East Tennessee State,False
Eastern Illinois,False
Eastern Kentucky,False
Eastern Michigan,False
Eastern Washington,False
Elon,False
Evansville,False
Fairfield,False
FDU,False
Florida,True
Florida A&M,False
Florida Atlantic,False
Florida Gulf Coast,True
Florida International,False
Florida State,False
Fordham,False
Fresno State,False
Furman,False
Gardner-Webb,False
George Mason,False
George Washington,False
Georgetown,True
Georgia,False
Georgia Southern,False
Georgia State,False
Georgia Tech,False
Gonzaga,True
Grambling,False
Green Bay,False
Hampton,False
Hartford,False
Harvard,True
Hawaii,False
High Point,False
Hofstra,False
Holy Cross,False
Houston,False
Houston Christian,False
Howard,False
Idaho,False
Idaho State,False
Illinois,True
Illinois State,False
Illinois-Chicago,False
Indiana,True
Indiana State,False
Iona,True
Iowa,False
Iowa State,True
IU Indy,False
Jackson State,False
Jacksonville,False
Jacksonville State,False
James Madison,True
Kansas,True
Kansas City,False
Kansas State,True
Kennesaw State,False
Kent State,False
Kentucky,False
La Salle,True
Lafayette,False
Lamar,False
Lehigh,False
Liberty,True
Lipscomb,False
Little Rock,False
Long Beach State,False
Long Island University,True
Longwood,False
Louisiana,False
Louisiana State,False
Louisiana Tech,False
Louisiana-Monroe,False
Louisville,True
Loyola (IL),False
Loyola (MD),False
Loyola Marymount,False
Maine,False
Manhattan,False
Marist,False
Marquette,True
Marshall,False
Maryland,False
Maryland-Baltimore County,False
Maryland-Eastern Shore,False
Massachusetts,False
McNeese State,False
Memphis,True
Mercer,False
Miami (FL),True
Miami (OH),False
Michigan,True
Michigan State,True
Middle Tennessee,True
Milwaukee,False
Minnesota,True
Mississippi,True
Mississippi State,False
Mississippi Valley State,False
Missouri,True
Missouri State,False
Monmouth,False
Montana,True
Montana State,False
Morehead State,False
Morgan State,False
Mount St. Mary's,False
Murray State,False
Navy,False
NC State,True
Nebraska,False
Nevada,False
Nevada-Las Vegas,True
New Hampshire,False
New Mexico,True
New Mexico State,True
New Orleans,False
Niagara,False
Nicholls State,False
NJIT,False
Norfolk State,False
North Carolina,True
North Carolina A&T,True
North Carolina Central,False
North Dakota,False
North Dakota State,False
North Florida,False
North Texas,False
Northeastern,False
Northern Arizona,False
Northern Colorado,False
Northern Illinois,False
Northern Iowa,False
Northern Kentucky,False
Northwestern,False
Northwestern State,True
Notre Dame,True
Oakland,False
Ohio,False
Ohio State,True
Oklahoma,True
Oklahoma State,True
Old Dominion,False
Omaha,False
Oral Roberts,False
Oregon,True
Oregon State,False
Pacific,True
Penn State,False
Pennsylvania,False
Pepperdine,False
Pittsburgh,True
Portland,False
Portland State,False
Prairie View,False
Presbyterian,False
Princeton,False
Providence,False
Purdue,False
Purdue Fort Wayne,False
Quinnipiac,False
Radford,False
Rhode Island,False
Rice,False
Richmond,False
Rider,False
Robert Morris,False
Rutgers,False
Sacramento State,False
Sacred Heart,False
Saint Francis (PA),False
Saint Joseph's,False
Saint Louis,True
Saint Mary's (CA),True
Saint Peter's,False
Sam Houston,False
Samford,False
San Diego,False
San Diego State,True
San Francisco,False
San Jose State,False
Santa Clara,False
Savannah State,False
Seattle,False
Seton Hall,False
Siena,False
South Alabama,False
South Carolina,False
South Carolina State,False
South Carolina Upstate,False
South Dakota,False
South Dakota State,True
South Florida,False
Southeast Missouri State,False
Southeastern Louisiana,False
Southern,True
Southern California,False
Southern Illinois,False
SIU Edwardsville,False
Southern Methodist,False
Southern Mississippi,False
Southern Utah,False
St. Bonaventure,False
St. Francis (NY),False
St. John's (NY),False
Stanford,False
Stephen F. Austin,False
Stetson,False
Stony Brook,False
Syracuse,True
TCU,False
Temple,True
Tennessee,False
Tennessee State,False
