<<<<<<< HEAD
Team,made_tournament
Air Force,True
Akron,False
Alabama,True
Alabama A&M,False
Alabama State,False
Albany (NY),True
Alcorn State,False
American,False
Appalachian State,False
Arizona,True
Arizona State,False
Arkansas,True
Arkansas State,False
Arkansas-Pine Bluff,False
Army,False
Auburn,False
Austin Peay,False
Ball State,False
Baylor,False
Belmont,True
Bethune-Cookman,False
Binghamton,False
Birmingham-Southern,False
Boise State,False
Boston College,True
Boston University,False
Bowling Green,False
Bradley,True
Brigham Young,False
Brown,False
Bucknell,True
Buffalo,False
Butler,False
Cal Poly,False
Cal State Fullerton,False
Cal State Northridge,False
California,True
Campbell,False
Canisius,False
Centenary (LA),False
Central Connecticut State,False
Central Michigan,False
Charleston Southern,False
Charlotte,False
Chattanooga,False
Chicago State,False
Cincinnati,False
Clemson,False
Cleveland State,False
Coastal Carolina,False
Colgate,False
College of Charleston,False
Colorado,False
Colorado State,False
Columbia,False
Connecticut,True
Coppin State,False
Cornell,False
Creighton,False
Dartmouth,False
Davidson,True
Dayton,False
Delaware,False
Delaware State,False
Denver,False
DePaul,False
Detroit Mercy,False
Drake,False
Drexel,False
Duke,True
Duquesne,False
East Carolina,False
East Tennessee State,False
Eastern Illinois,False
Eastern Kentucky,False
Eastern Michigan,False
Eastern Washington,False
Elon,False
Evansville,False
Fairfield,False
FDU,False
Florida,True
Florida A&M,False
Florida Atlantic,False
Florida International,False
Florida State,False
Fordham,False
Fresno State,False
Furman,False
Gardner-Webb,False
George Mason,True
George Washington,True
Georgetown,True
Georgia,False
Georgia Southern,False
Georgia State,False
Georgia Tech,False
Gonzaga,True
Grambling,False
Green Bay,False
Hampton,True
Hartford,False
Harvard,False
Hawaii,False
High Point,False
Hofstra,False
Holy Cross,False
Houston,False
Howard,False
Idaho,False
Idaho State,False
Illinois,True
Illinois State,False
Illinois-Chicago,False
Indiana,True
Indiana State,False
Iona,True
Iowa,True
Iowa State,False
IU Indy,False
Jackson State,False
Jacksonville,False
Jacksonville State,False
